-0.9770114943 1.0 
-0.9540229885 6.0 
-0.9310344828 8.0 
-0.908045977 18.0 
-0.8850574713 19.0 
-0.8620689655 28.0 
-0.8390804598 55.0 
-0.816091954 57.0 
-0.7931034483 74.0 
-0.7701149425 82.0 
-0.7471264368 182.0 
-0.724137931 235.0 
-0.7011494253 332.0 
-0.6781609195 435.0 
-0.6551724138 767.0 
-0.632183908 977.0 
-0.6091954023 1154.0 
-0.5862068966 1522.0 
-0.5632183908 1691.0 
-0.5402298851 2140.0 
-0.5172413793 1702.0 
-0.4942528736 2523.0 
-0.4712643678 3696.0 
-0.4482758621 4037.0 
-0.4252873563 4555.0 
-0.4022988506 5466.0 
-0.3793103448 4868.0 
-0.3563218391 4630.0 
-0.3333333333 7718.0 
-0.3103448276 8538.0 
-0.2873563218 8973.0 
-0.2643678161 9177.0 
-0.2413793103 8248.0 
-0.2183908046 6440.0 
-0.1954022989 5797.0 
-0.1724137931 8158.0 
-0.1494252874 7425.0 
-0.1264367816 7581.0 
-0.1034482759 7292.0 
-0.0804597701 6697.0 
-0.0574712644 5552.0 
-0.0344827586 3674.0 
-0.0114942529 5266.0 
0.0114942529 5602.0 
0.0344827586 5799.0 
0.0574712644 4620.0 
0.0804597701 4962.0 
0.1034482759 4061.0 
0.1264367816 3160.0 
0.1494252874 3344.0 
0.1724137931 4715.0 
0.1954022989 4398.0 
0.2183908046 4740.0 
0.2413793103 4960.0 
0.2643678161 5161.0 
0.2873563218 3616.0 
0.3103448276 3667.0 
0.3333333333 3805.0 
0.3563218391 4778.0 
0.3793103448 3527.0 
0.4022988506 3889.0 
0.4252873563 2803.0 
0.4482758621 2584.0 
0.4712643678 2994.0 
0.4942528736 3472.0 
0.5172413793 3197.0 
0.5402298851 3195.0 
0.5632183908 2668.0 
0.5862068966 1534.0 
0.6091954023 987.0 
0.632183908 1964.0 
0.6551724138 2991.0 
0.6781609195 2940.0 
0.7011494253 3012.0 
0.724137931 2733.0 
0.7471264368 1724.0 
0.7701149425 3328.0 
0.7931034483 1523.0 
0.816091954 1500.0 
0.8390804598 1191.0 
0.8620689655 1861.0 
0.8850574713 2196.0 
0.908045977 1020.0 
0.9310344828 528.0 
0.9540229885 464.0 
0.9770114943 650.0 
1.0 455.0 
